"created
_at",Kwh,vry,vyb,vbr,vrn,vyn,vbn,ir,iy,ib
"2019-09-
21T15:0
4:00.000
Z","0.02070
373999
99972",400,"0.01159
667968
75",400,230,235,233,2.0625,"2.23437
5","2.39062
5"
"2019-09-
21T15:0
6:00.000
Z","0.02098
257999
999623
3",402,"0.01129
150390
625",402,232,234,232,"2.04687
5",2.25,2.46875
"2019-09-
21T15:0
7:00.000
Z","0.02094
883999
999729",400,"0.01202
392578
125",400,231,234,232,"2.07812
5","2.35937
5",2.28125
"2019-09-
21T15:0
9:00.000
Z","0.02065
996000
00045",400,"0.01165
771484
375",400,231,233,231,"2.04687
5",2.25,"2.29687
5"
"2019-09-
21T15:1
1:00.000
Z","0.02105
277999
999816
5",398,"0.01135
253906
25",398,231,233,232,"1.99218
75",2.1875,"2.26562
5"
"2019-09-
21T15:1
2:00.000
Z","0.02077
277999
999932
8",396,"0.01196
289062
5",398,229,233,232,"1.95312
5",2.25,"2.32812
5"
"2019-09-
21T15:1
4:00.000
Z","0.02113
826000
000699
3",398,"0.01159
667968
75",398,227,234,232,"1.97656
25",2.21875,2.28125
"2019-09-
21T15:1
6:00.000
Z","0.02111
220000
000321
4",400,"0.01177
978515
625",398,229,234,232,"1.96093
75","2.29687
5",2.40625
"2019-09-
21T15:1
8:00.000
Z","0.02097
662000
000127
5",400,"0.01159
667968
75",400,230,234,233,"1.97656
25",2.25,"2.60937
5"
"2019-09-
21T15:1
9:00.000
Z","0.02121
347999
999125",400,"0.01202
392578
125",400,229,233,232,"1.99218
75","2.23437
5","2.32812
5"
"2019-09-
21T15:2
1:00.000
Z","0.02094
931999
999971
6",400,"0.01196
289062
5",400,230,234,232,"2.01562
5","2.17187
5","2.48437
5"
"2019-09-
21T15:2
3:00.000
Z","0.02100
118000
000657",398,"0.01123
046875",398,228,234,232,"1.99218
75",2.21875,"2.42187
5"
"2019-09-
21T15:2
4:00.000
Z","0.02104
015999
998955
6",398,"0.01147
460937
5",400,228,235,232,"1.98437
5",2.1875,"2.35937
5"
"2019-09-
21T15:2
6:00.000
Z","0.02093
540000
000212",400,"0.01177
978515
625",398,228,234,232,2.0625,"2.17187
5","2.64062
5"
"2019-09-
21T15:2
8:00.000
Z","0.02093
585999
999777
3",400,"0.01177
978515
625","2.29221
398410
34606e-
36",229,234,233,"2.04687
5","2.17187
5",2.5625
"2019-09-
21T15:2
9:00.000
Z","0.02057
958000
000508",400,"0.01147
460937
5",398,228,234,232,2.03125,"2.20312
5",2.375
"2019-09-
21T15:3
1:00.000
Z","0.02080
449999
999837",400,"0.01147
460937
5",398,227,234,"2.29221
398410
34606e-
36","1.99218
75",2.28125,"2.60937
5"
"2019-09-
21T15:3
3:00.000
Z","0.02086
096000
000543
4",400,"0.01177
978515
625",400,229,234,"2.29221
398410
34606e-
36","2.01562
5",2.21875,"2.57812
5"
"2019-09-
21T15:3
4:00.000
Z","0.02051
901999
999245
3",400,"0.01171
875",400,230,235,232,"2.04687
5","2.14062
5",2.4375
"2019-09-
21T15:3
6:00.000
Z","0.02077
277999
999932
8",400,"0.01135
253906
25",400,230,235,233,2.0625,"2.14062
5",2.5625
"2019-09-
21T15:3
8:00.000
Z","0.02057
210000
000486
7",400,"0.01177
978515
625",402,230,234,232,2.09375,"2.14062
5",2.625
"2019-09-
21T15:4
0:00.000
Z","0.02068
925999
999919
6",400,"0.01147
460937
5",400,231,235,232,2.0625,"2.10937
5","2.45312
5"
"2019-09-
21T15:4
1:00.000
Z","0.02069
550000
000163",402,"0.01147
460937
5",402,231,234,232,2.09375,"2.23437
5","2.23437
5"
"2019-09-
21T15:4
3:00.000
Z","0.02056
295999
999565
4",402,"0.01177
978515
625",400,231,234,232,"2.04687
5","2.25694
915357
8792e-3
6","2.26562
5"
"2019-09-
21T15:4
5:00.000
Z","0.02080
892000
001040
3",402,"0.01141
357421
875",402,231,234,233,2.03125,"2.17187
5",2.375
"2019-09-
21T15:4
6:00.000
Z","0.02056
077999
999979
6",402,"0.01196
289062
5",402,231,234,232,2.03125,2.15625,"2.45312
5"
"2019-09-
21T15:4
8:00.000
Z","0.02082
909999
998810
3",402,"0.01153
564453
125",402,232,233,233,"2.07812
5",2.28125,"2.20312
5"
"2019-09-
21T15:5
0:00.000
Z","0.02079
886000
000988",402,"0.01153
564453
125",402,231,"2.29221
398410
34606e-
36",232,2.09375,"2.29687
5","2.17187
5"
"2019-09-
21T15:5
1:00.000
Z","0.02074
945999
999181
3",400,"0.01171
875",402,232,234,233,"2.04687
5","2.25694
915357
8792e-3
6","2.29687
5"
"2019-09-
21T15:5
3:00.000
Z","0.02056
145999
999717",402,"0.01184
082031
25",400,229,235,232,2.03125,2.15625,2.40625
"2019-09-
21T15:5
5:00.000
Z","0.02071
582000
001217
4",402,"0.01165
771484
375",402,230,236,233,"2.01562
5","2.20312
5",2.65625
"2019-09-
21T15:5
6:00.000
Z","0.02094
303999
999829
3",402,"0.01177
978515
625",402,231,236,234,2.03125,2.21875,"2.54687
5"
"2019-09-
21T15:5
8:00.000
Z","0.02075
693999
999203",404,"0.01184
082031
25",404,232,235,234,2,"2.23437
5","2.67187
5"
"2019-09-
21T16:0
0:00.000
Z","0.02079
734000
000462
6",404,"0.01190
185546
875",402,231,236,234,"2.04687
5","2.14062
5",2.59375
"2019-09-
21T16:0
1:00.000
Z","0.02067
302000
0002",406,"0.01147
460937
5",404,232,237,235,"2.04687
5","2.10937
5","2.35937
5"
"2019-09-
21T16:0
4:00.000
Z","0.03010
282000
000006
5",406,"0.01141
357421
875",406,233,237,235,"1.99218
75","2.17187
5","2.25694
915357
8792e-
36"
"2019-09-
21T16:0
6:00.000
Z","0.02101
585999
999952
2",406,"0.01159
667968
75",406,234,237,235,2,"2.26562
5","2.23437
5"
"2019-09-
21T16:0
7:00.000
Z","0.02077
279999
999155",408,"0.01190
185546
875",408,235,237,236,"1.95312
5",2.1875,2.375
"2019-09-
21T16:0
9:00.000
Z","0.02107
914000
000164
4",408,"0.01153
564453
125",406,235,237,235,"2.01562
5",2.15625,2.25
"2019-09-
21T16:1
1:00.000
Z","0.02079
860000
000917
4",406,"0.01171
875",408,233,238,236,1.9375,2.15625,"2.23437
5"
"2019-09-
21T16:1
2:00.000
Z","0.04153
255999
999237",408,"0.01196
289062
5",408,234,238,236,"1.96093
75",2.125,2.3125
"2019-09-
21T16:1
4:00.000
Z",0,408,"0.01196
289062
5",408,234,238,236,"1.96093
75",2.125,2.3125
"2019-09-
21T16:1
6:00.000
Z","0.02076
522000
000113
5",406,"0.01153
564453
125",408,234,238,237,2.0625,"2.39062
5","1.86718
75"
"2019-09-
21T16:1
7:00.000
Z","0.02087
537999
999767
8",406,"0.01208
496093
75",408,235,238,237,"1.91406
25",2.1875,2.28125
"2019-09-
21T16:1
9:00.000
Z","0.02087
754000
000132",408,"0.01202
392578
125",410,236,239,237,"1.95312
5",2.09375,2.40625
"2019-09-
21T16:2
1:00.000
Z","0.02065
636000
000813
4",410,"0.01202
392578
125",410,236,239,237,"1.97656
25","2.10937
5","2.35937
5"
"2019-09-
21T16:2
3:00.000
Z","0.02068
209999
999089
8",410,"0.01202
392578
125",408,234,240,237,"1.95312
5",2.09375,2.375
"2019-09-
21T16:2
4:00.000
Z","0.02050
613999
999768
5",410,"0.01202
392578
125",410,236,240,238,"2.01562
5","2.07812
5","2.29687
5"
"2019-09-
21T16:2
6:00.000
Z","0.02059
456000
001228",410,"0.01165
771484
375",410,237,240,237,2.0625,"2.10937
5","2.23437
5"
"2019-09-
21T16:2
8:00.000
Z","0.02056
483999
999182",410,"0.01208
496093
75",410,238,239,237,2,2.09375,"2.35937
5"
"2019-09-
21T16:2
9:00.000
Z","0.02073
064000
000886
3",410,"0.01208
496093
75",410,237,238,237,"1.99218
75","2.25694
915357
8792e-3
6","2.14062
5"
"2019-09-
21T16:3
1:00.000
Z","0.02075
315999
999293
2",410,"0.01226
806640
625",412,237,239,238,"1.91406
25",2.15625,"2.26562
5"
"2019-09-
21T16:3
3:00.000
Z","0.02055
895999
999484
2",410,"0.01177
978515
625",412,237,239,238,"1.98437
5","2.14062
5",2.40625
"2019-09-
21T16:3
4:00.000
Z","0.02073
020000
000542
3",404,"0.01251
220703
125",404,233,235,234,"2.04687
5","2.17187
5","2.20312
5"
"2019-09-
21T16:3
6:00.000
Z","0.04089
694000
000599
5",402,"0.01239
013671
875",404,232,236,234,"2.04687
5",2.15625,2.15625
"2019-09-
21T16:3
8:00.000
Z",0,402,"0.01239
013671
875",404,232,236,234,"2.04687
5",2.15625,2.15625
"2019-09-
21T16:3
9:00.000
Z","0.02048
649999
999906
8","2.29221
398410
34606e-
36","0.01251
220703
125",404,232,236,234,"2.04687
5",2.125,"2.45312
5"
"2019-09-
21T16:4
1:00.000
Z","0.02046
993999
999540
5",406,"0.01239
013671
875",404,232,236,234,2,2.125,"2.48437
5"
"2019-09-
21T16:4
3:00.000
Z","0.02066
495999
999460
8",406,"0.01239
013671
875",406,234,237,235,2,"2.17187
5","2.32812
5"
"2019-09-
21T16:4
4:00.000
Z","0.02068
990000
001213",406,"0.01226
806640
625",406,234,236,235,2,"2.14062
5","2.48437
5"
"2019-09-
21T16:4
6:00.000
Z","0.02054
227999
999420
6",406,"0.01220
703125",404,233,237,235,"1.98437
5",2.15625,2.3125
"2019-09-
21T16:4
8:00.000
Z","0.02064
302000
000316
2",406,"0.01245
117187
5",406,235,237,235,2.03125,"2.20312
5",2.21875
"2019-09-
21T16:5
0:00.000
Z","0.02053
089999
999792
7",408,"0.01251
220703
125",406,234,237,235,"2.01562
5","2.26562
5","1.91406
25"
"2019-09-
21T16:5
1:00.000
Z","0.02051
705999
999831",406,"0.01245
117187
5",406,235,237,235,"2.01562
5",2.15625,"2.26562
5"
"2019-09-
21T16:5
3:00.000
Z","0.02068
678000
000363
8",406,"0.01281
738281
25",406,233,237,235,"1.99218
75","2.10937
5","2.54687
5"
"2019-09-
21T16:5
5:00.000
Z","0.02084
109999
999054
7",404,"0.01275
634765
625",404,233,235,234,"1.92968
75",2.15625,"2.29687
5"
"2019-09-
21T16:5
6:00.000
Z","0.02052
820000
000065
2",404,"0.01239
013671
875",402,232,235,233,"1.91406
25",2.1875,"2.42187
5"
"2019-09-
21T16:5
8:00.000
Z","0.02098
028000
000340
4",404,"0.01245
117187
5",404,233,235,234,"1.92968
75","2.17187
5","2.23437
5"
"2019-09-
21T17:0
0:00.000
Z","0.02065
237999
999954",404,"0.01214
599609
375",404,233,235,234,2,2.25,2.1875
"2019-09-
21T17:0
1:00.000
Z","0.02077
984000
000287
7",404,"0.01196
289062
5",404,233,235,234,"1.91406
25",2.21875,2.21875
"2019-09-
21T17:0
3:00.000
Z","0.02076
260000
000183
8",404,"0.01202
392578
125",404,233,236,234,"1.92968
75",2.1875,"2.45312
5"
"2019-09-
21T17:0
5:00.000
Z","0.02065
716000
000247
8",404,"0.01239
013671
875",404,234,236,234,1.96875,"2.14062
5",2.3125
"2019-09-
21T17:0
6:00.000
Z","0.02070
075999
999244
2",404,"0.01214
599609
375",406,"2.29221
398410
34606e-
36",237,234,"1.97656
25",2.125,2.375
"2019-09-
21T17:0
8:00.000
Z","0.02061
853999
999584
5",404,"0.01251
220703
125",404,233,236,233,"1.94531
25",2.21875,2.40625
"2019-09-
21T17:1
0:00.000
Z","0.02065
506000
000459
6",404,"0.01239
013671
875",404,232,"2.29221
398410
34606e-
36",234,"1.92187
5","2.20312
5","2.29687
5"
"2019-09-
21T17:1
2:00.000
Z","0.02075
655999
999435
2",404,"0.01239
013671
875",404,233,235,234,"1.96093
75","2.26562
5","2.32812
5"
"2019-09-
21T17:1
3:00.000
Z","0.02050
670000
001264
2",406,"0.01239
013671
875",404,233,236,234,"1.98437
5","2.14062
5",2.34375
"2019-09-
21T17:1
5:00.000
Z","0.02069
255999
999586
7",406,"0.01263
427734
375",404,234,236,234,"2.01562
5","2.17187
5",2.21875
"2019-09-
21T17:1
7:00.000
Z","0.02027
352000
000246
3",404,"2.20992
937954
59005e-
36",404,234,235,233,1.9375,"2.17187
5","2.42187
5"
"2019-09-
21T17:1
8:00.000
Z","0.02063
029999
99898",406,"0.01300
048828
125",406,235,234,233,"1.99218
75","2.26562
5","2.26562
5"
"2019-09-
21T17:2
0:00.000
Z","0.02069
804000
000294
6",404,"0.01312
255859
375",404,233,236,234,"2.01562
5","2.23437
5","2.20312
5"
"2019-09-
21T17:2
2:00.000
Z","0.02034
260000
000358
6",404,"0.01287
841796
875",404,234,235,233,2,"2.29687
5","2.10937
5"
"2019-09-
21T17:2
3:00.000
Z","0.02043
170000
0001",404,"0.01245
117187
5",404,233,236,233,2,"2.23437
5","2.20312
5"
"2019-09-
21T17:2
5:00.000
Z","0.02036
212000
000523
3",404,"0.01293
945312
5",404,233,236,233,2.03125,2.15625,2.28125
"2019-09-
21T17:2
7:00.000
Z","0.02049
407999
998948
2",404,"0.01269
53125",404,232,236,233,2,2.25,2.25
"2019-09-
21T17:2
8:00.000
Z","0.02061
672000
000544
5",404,"0.01306
152343
75",404,233,236,234,"1.96093
75",2.28125,"2.29687
5"
"2019-09-
21T17:3
0:00.000
Z","0.02072
161999
999662",404,"0.01300
048828
125",404,233,236,233,"2.01562
5",2.15625,"2.35937
5"
"2019-09-
21T17:3
2:00.000
Z","0.02064
957999
999751
3",404,"0.01324
462890
625",404,"2.29221
398410
34606e-
36",236,233,"1.99218
75",2.15625,2.34375
"2019-09-
21T17:3
3:00.000
Z","0.02024
440000
00105",404,"0.01275
634765
625",404,"2.29221
398410
34606e-
36",236,234,"1.99218
75",2.25,2.3125
"2019-09-
21T17:3
5:00.000
Z","0.02066
189999
999187
5",404,"0.01287
841796
875",404,233,236,233,2.0625,"2.23437
5","2.10937
5"
"2019-09-
21T17:3
7:00.000
Z","0.02064
557999
999669
7",404,"0.01263
427734
375",404,234,236,233,"1.99218
75","2.23437
5",2.34375
"2019-09-
21T17:3
9:00.000
Z","0.02040
508000
001137",402,"0.01251
220703
125",402,232,236,233,2.03125,"2.29687
5","2.17187
5"
"2019-09-
21T17:4
0:00.000
Z","0.02074
165999
999968
3",404,"0.01300
048828
125",404,232,236,234,"1.92187
5",2.25,"2.35937
5"
"2019-09-
21T17:4
2:00.000
Z","0.02067
139999
999199
2",404,"0.01281
738281
25",404,232,235,"2.29221
398410
34606e-
36","1.97656
25","2.17187
5","2.39062
5"
"2019-09-
21T17:4
4:00.000
Z","0.02090
477999
999711
8",404,"0.01239
013671
875",404,232,235,233,"1.92187
5",2.28125,"2.23437
5"
"2019-09-
21T17:4
5:00.000
Z","0.02096
886000
000813
5",404,"0.01226
806640
625",404,234,236,233,"2.01562
5",2.21875,"2.29687
5"
"2019-09-
21T17:4
7:00.000
Z","0.02036
404000
000038
5",404,"0.01293
945312
5",404,233,236,234,2.03125,"2.26562
5","2.26562
5"
"2019-09-
21T17:4
9:00.000
Z","0.02060
023999
999976",404,"0.01275
634765
625",404,233,236,233,"2.01562
5",2.15625,2.1875
"2019-09-
21T17:5
0:00.000
Z","0.02046
989999
999641
5",404,"0.01239
013671
875",404,233,235,233,"2.07812
5","2.20312
5","2.32812
5"
"2019-09-
21T17:5
2:00.000
Z","0.02059
772000
000521",404,"0.01263
427734
375",404,234,235,233,"1.97656
25","2.14062
5","2.39062
5"
"2019-09-
21T17:5
4:00.000
Z","0.02071
795999
999449",406,"0.01226
806640
625",406,234,236,234,"1.94531
25",2.15625,2.28125
"2019-09-
21T17:5
5:00.000
Z","0.02078
338000
000803
6",406,"0.01251
220703
125",408,235,237,235,1.90625,"2.14062
5",2.53125
"2019-09-
21T17:5
7:00.000
Z","0.02057
957999
999053",406,"0.01251
220703
125",406,235,236,234,2,2.1875,2.3125
"2019-09-
21T17:5
9:00.000
Z","0.02082
847999
999649",406,"0.01239
013671
875",406,236,236,235,2.125,2.34375,"2.17187
5"
"2019-09-
21T18:0
1:00.000
Z","0.02038
874000
000942
2",406,"0.01245
117187
5",406,234,236,235,"1.95312
5","2.20312
5",2.21875
"2019-09-
21T18:0
2:00.000
Z","0.02076
466000
000073
3",406,"0.01269
53125",406,233,236,235,2.03125,2.15625,"2.20312
5"
"2019-09-
21T18:0
4:00.000
Z","0.02063
618000
000133
3",404,"0.01239
013671
875",406,233,237,235,"1.95312
5",2.125,2.3125
"2019-09-
21T18:0
6:00.000
Z","0.02043
901999
999070
4",404,"0.01226
806640
625",404,233,237,235,"1.97656
25",2.09375,2.375
"2019-09-
21T18:0
7:00.000
Z","0.02062
394000
000495",404,"0.01263
427734
375",404,231,237,235,"1.94531
25",2.125,2.4375
"2019-09-
21T18:0
9:00.000
Z","0.02052
472000
000125
2",404,"0.01257
324218
75",404,233,237,235,"1.91406
25",2.21875,2.53125
"2019-09-
21T18:1
1:00.000
Z","0.02097
778000
000107
7",406,"0.01269
53125",404,232,237,235,1.9375,"2.14062
5","2.51562
5"
"2019-09-
21T18:1
2:00.000
Z","0.02107
593999
999517
2",404,"0.01275
634765
625",404,232,236,234,"1.94531
25","2.17187
5","2.39062
5"
"2019-09-
21T18:1
4:00.000
Z","0.02070
033999
999577
5",404,"0.01330
566406
25",404,233,"2.29221
398410
34606e-
36",234,"1.92187
5",2.21875,"2.26562
5"
"2019-09-
23T01:0
5:00.000
Z","0.13094
385999
99994",406,"0.01153
564453
125",406,"2.29221
398410
34606e-
36",234,234,2.0625,"2.29687
5","1.98437
5"
"2019-09-
23T01:0
7:00.000
Z",0,406,"0.01153
564453
125",406,"2.29221
398410
34606e-
36",234,234,2.0625,"2.29687
5","1.98437
5"
"2019-09-
23T01:0
8:00.000
Z","0.01910
556000
001088",406,"0.01135
253906
25",406,234,235,235,2.125,2.25,1.9375
"2019-09-
23T01:1
0:00.000
Z","0.01889
543999
999296",406,"0.01129
150390
625",406,234,235,235,"2.10937
5",2.3125,"1.94531
25"
"2019-09-
23T01:1
2:00.000
Z","0.02650
742000
000900
7",406,"0.01000
976562
5",406,234,234,235,"2.14062
5","2.29687
5","1.85937
5"
"2019-09-
23T01:1
4:00.000
Z","0.01864
057999
999204",406,"0.00897
216796
875",406,234,234,228,2.1875,2.3125,"1.89843
75"
"2019-09-
23T01:1
6:00.000
Z","0.01881
964000
000153",404,"0.01000
976562
5",404,233,233,233,"2.10937
5",2.28125,"1.97656
25"
"2019-09-
23T01:1
7:00.000
Z","0.01896
975999
999267
5",406,"0.01031
494140
625",406,234,234,234,2.09375,2.34375,"2.24519
421007
0569e-
36"
"2019-09-
23T01:1
9:00.000
Z","0.01921
482000
000833",406,"0.00988
769531
25",406,234,234,234,"2.10937
5","2.32812
5","1.99218
75"
"2019-09-
23T01:2
1:00.000
Z","0.01906
931999
999506",406,"0.01007
080078
125",406,234,234,234,2.125,"2.32812
5","1.97656
25"
"2019-09-
23T01:2
3:00.000
Z","0.01925
927999
999839
7",406,"0.01007
080078
125",406,234,234,234,2.09375,2.3125,"1.94531
25"
"2019-09-
23T01:2
4:00.000
Z","0.01901
036000
000022",406,"0.01019
287109
375",406,234,235,235,2.125,2.3125,"1.96093
75"
"2019-09-
23T01:2
6:00.000
Z","0.01929
038000
000582
5",406,"0.01043
701171
875",406,233,235,234,2.09375,2.3125,"1.95312
5"
"2019-09-
23T01:2
8:00.000
Z","0.01931
960000
000254",404,"0.01019
287109
375",404,233,234,234,2.09375,"2.32812
5","1.97656
25"
"2019-09-
23T01:2
9:00.000
Z","0.01916
425999
999046
5",404,"0.01025
390625",404,233,234,234,"2.14062
5","2.32812
5",1.96875
"2019-09-
23T01:3
1:00.000
Z","0.01936
870000
000635
5",404,"0.01037
597656
25",404,233,234,234,2.09375,"2.32812
5","1.99218
75"
"2019-09-
23T01:3
3:00.000
Z","0.02809
536000
000662
3",404,"0.01019
287109
375",406,233,234,235,"2.10937
5","2.32812
5",1.9375
"2019-09-
23T01:3
5:00.000
Z","0.01900
591999
999596
8",406,"0.01055
908203
125",406,234,235,235,2.125,2.3125,"1.91406
25"
"2019-09-
23T01:3
7:00.000
Z","0.01910
263999
999733
6",406,"0.01049
804687
5",406,234,235,235,"2.07812
5",2.3125,"1.91406
25"
"2019-09-
23T01:3
9:00.000
Z","0.01901
129999
999830
2",406,"0.01037
597656
25",406,234,235,235,2.125,2.3125,1.96875
"2019-09-
23T01:4
0:00.000
Z","0.01918
929999
999818
5",406,"0.01049
804687
5",406,234,235,235,"2.10937
5","2.32812
5","1.92968
75"
"2019-09-
23T01:4
4:00.000
Z","0.04478
575999
999884",406,"0.01068
115234
375",406,234,235,235,"2.10937
5","2.32812
5","1.95312
5"
"2019-09-
23T02:0
5:00.000
Z","0.23681
036000
000313",408,"0.01129
150390
625",408,235,235,236,"2.14062
5",2.28125,1.96875
"2019-09-
23T02:0
7:00.000
Z","0.01928
343999
999924
6",408,"0.01123
046875",408,235,235,235,"2.10937
5",2.3125,1.9375
"2019-09-
23T02:0
8:00.000
Z","0.01912
760000
000708",408,"0.01141
357421
875",408,235,235,235,2.15625,"2.32812
5","1.91406
25"
"2019-09-
23T02:1
0:00.000
Z","0.01928
943999
999319",408,"0.01159
667968
75",408,235,"2.29221
398410
34606e-
36",236,2.125,"2.32812
5",1.9375
"2019-09-
23T02:1
2:00.000
Z","0.01924
693999
999726
7",408,"0.01129
150390
625",408,235,236,236,2.125,"2.29687
5","1.92187
5"
"2019-09-
23T02:1
3:00.000
Z","0.01897
284000
000218",408,"0.01074
21875",408,235,236,236,"2.10937
5",2.3125,"1.91406
25"
"2019-09-
23T02:1
5:00.000
Z","0.01922
153999
999864",408,"0.01110
839843
75",408,"2.29221
398410
34606e-
36",236,236,"2.14062
5","2.29687
5","1.94531
25"
"2019-09-
23T02:1
7:00.000
Z","0.01898
386000
000755
5",408,"0.01080
322265
625",408,236,236,236,2.125,"2.26562
5","1.92968
75"
"2019-09-
23T02:1
9:00.000
Z","0.01920
217999
999295",408,"0.01055
908203
125",408,236,236,236,"2.14062
5","2.29687
5","1.94531
25"
"2019-09-
23T02:2
0:00.000
Z","0.01901
034000
0008",408,"0.01116
943359
375",408,235,236,236,2.09375,"2.29687
5",1.9375
"2019-09-
23T02:2
2:00.000
Z","0.01917
897999
999695
6",408,"0.01098
632812
5",408,235,236,236,2.125,2.3125,"1.92968
75"
"2019-09-
23T02:2
4:00.000
Z","0.01917
625999
999291",408,"0.01123
046875",408,235,236,236,2.15625,"2.29687
5","1.96093
75"
"2019-09-
23T02:2
5:00.000
Z","0.01899
374000
000534
5",408,"0.01110
839843
75",408,235,237,236,"2.14062
5","2.29687
5","1.89843
75"
"2019-09-
23T02:2
7:00.000
Z","0.01914
952000
000630
4",408,"0.01086
425781
25",408,235,237,236,"2.14062
5",2.34375,"2.24519
421007
0569e-
36"
"2019-09-
23T02:2
9:00.000
Z","0.01896
721999
999135
8",408,"0.01098
632812
5",408,236,236,236,2.125,"2.29687
5","1.92968
75"
"2019-09-
23T02:3
0:00.000
Z","0.01924
172000
000544
4",408,"0.01104
736328
125",408,236,237,236,"2.10937
5",2.3125,"1.92968
75"
"2019-09-
23T02:3
2:00.000
Z","0.01921
730000
000389",408,"2.20992
937954
59005e-
36",408,235,236,236,"2.10937
5","2.32812
5",1.9375
"2019-09-
23T02:3
4:00.000
Z","0.01923
646000
000008",408,"0.01123
046875",408,235,236,236,"2.17187
5",2.3125,1.9375
"2019-09-
23T02:3
5:00.000
Z","0.01927
919999
998994
2",408,"0.01147
460937
5",408,235,236,236,"2.10937
5",2.3125,"1.91406
25"
"2019-09-
23T02:3
7:00.000
Z","0.01907
508000
000962
2",408,"0.01141
357421
875",408,235,236,236,"2.10937
5","2.32812
5","1.92968
75"
"2019-09-
23T02:3
9:00.000
Z","0.01928
755999
999703",408,"0.01135
253906
25",408,236,236,236,"2.14062
5","2.29687
5",1.90625
"2019-09-
23T02:4
1:00.000
Z","0.01922
189999
998954
7",408,"0.01135
253906
25",410,236,237,236,2.125,"2.29687
5","1.91406
25"
"2019-09-
23T02:4
2:00.000
Z","0.01899
646000
000939",410,"0.01123
046875",410,236,237,237,2.125,"2.29687
5","1.91406
25"
"2019-09-
23T02:4
4:00.000
Z","0.01921
008000
000438
3","2.29221
398410
34606e-
36","0.01110
839843
75",410,236,237,237,2.15625,"2.32812
5","1.95312
5"
"2019-09-
23T02:4
6:00.000
Z","0.03810
571999
999229",410,"0.01129
150390
625",410,236,237,237,"2.14062
5",2.3125,"1.89843
75"
"2019-09-
23T02:4
7:00.000
Z",0,410,"0.01129
150390
625",410,236,237,237,"2.14062
5",2.3125,"1.89843
75"
"2019-09-
23T02:4
9:00.000
Z","0.01912
989999
999990
8",410,"0.01147
460937
5",410,237,237,237,2.125,2.3125,1.90625
"2019-09-
23T02:5
1:00.000
Z","0.01919
822000
000567
8",410,"0.01129
150390
625",410,237,237,237,"2.10937
5",2.3125,"1.92187
5"
"2019-09-
23T02:5
2:00.000
Z","0.01901
157999
999122
6",410,"0.01147
460937
5",410,237,237,237,"2.14062
5","2.29687
5",1.875
"2019-09-
23T02:5
4:00.000
Z","0.01910
606000
000552
8",408,"0.01129
150390
625",408,236,237,"2.29221
398410
34606e-
36","2.10937
5",2.3125,"1.91406
25"
"2019-09-
23T02:5
6:00.000
Z","0.01912
922000
000253",410,"0.01123
046875",410,236,237,237,2.125,2.28125,"1.94531
25"
"2019-09-
23T02:5
7:00.000
Z","0.01903
463999
999803
5",410,"0.01129
150390
625",410,236,237,237,"2.14062
5","2.32812
5","1.91406
25"
"2019-09-
23T02:5
9:00.000
Z","0.01923
062000
000209
2",410,"0.01123
046875",410,236,237,237,"2.10937
5","2.29687
5","1.89843
75"
"2019-09-
23T03:0
1:00.000
Z","0.01903
624000
000127
3",410,"0.01123
046875",410,236,237,237,2.125,2.3125,1.9375
"2019-09-
23T03:0
3:00.000
Z","0.01944
887999
999628",410,"0.01123
046875",410,237,237,237,2.125,2.34375,"1.89843
75"
"2019-09-
23T03:0
4:00.000
Z","0.01926
473999
999871
2",410,"0.01153
564453
125",410,237,237,237,"2.10937
5","2.32812
5",1.90625
"2019-09-
23T03:0
6:00.000
Z","0.01902
139999
999781",410,"0.01135
253906
25",410,237,237,237,"2.14062
5",2.28125,"1.89062
5"
"2019-09-
23T03:0
8:00.000
Z","0.01905
066000
000806
7",410,"0.01129
150390
625",410,237,238,237,"2.17187
5","2.29687
5","1.89062
5"
"2019-09-
23T03:0
9:00.000
Z","0.01885
953999
999037
3",410,"0.01129
150390
625",410,237,237,237,"2.17187
5","2.32812
5","1.92968
75"
"2019-09-
23T03:1
1:00.000
Z","0.01911
844000
000565",410,"0.01147
460937
5",410,237,238,237,"2.14062
5",2.28125,"1.89062
5"
"2019-09-
23T03:1
3:00.000
Z","0.01911
415999
999735
4",410,"0.01116
943359
375",410,237,238,237,"2.14062
5","2.32812
5","1.89843
75"
"2019-09-
23T03:1
4:00.000
Z","0.01892
601999
999897",412,"0.01141
357421
875",412,"2.29221
398410
34606e-
36",238,237,"2.14062
5",2.3125,"1.88281
25"
"2019-09-
23T03:1
6:00.000
Z","0.01905
726000
000140
5",410,"0.01110
839843
75",410,237,238,237,2.15625,"2.26562
5","1.91406
25"
"2019-09-
23T03:1
8:00.000
Z","0.01893
730000
000505
2",410,"0.01116
943359
375",410,237,237,237,"2.10937
5","2.29687
5",1.90625
"2019-09-
23T03:1
9:00.000
Z","0.01920
767999
999225",410,"0.01129
150390
625",410,237,237,237,"2.14062
5",2.3125,"1.92187
5"
"2019-09-
23T03:2
1:00.000
Z","0.01896
626000
000105
7",410,"0.01141
357421
875",410,237,237,237,2.125,"2.32812
5","1.89843
75"
"2019-09-
23T03:2
3:00.000
Z","0.01917
320000
000472
7",412,"0.01116
943359
375",412,237,237,237,"2.14062
5","2.32812
5","1.89843
75"
